,date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,pk,pkatt,season,team,xg,xga
7,2021-10-01,20:00,Süper Lig,Matchweek 8,Fri,Away,L,1,3,Fatih Karagümrük,53.0,,Mahmut Tekdemir,4-1-4-1,Erkan Özdamar,Match Report,,18.0,6.0,,0,0,2022,Istanbul Basaksehir,,
8,2021-10-15,20:00,Süper Lig,Matchweek 9,Fri,Home,W,3,2,Beşiktaş,45.0,,Mahmut Tekdemir,4-1-4-1,Atilla Karaoğlan,Match Report,,11.0,8.0,,0,0,2022,Istanbul Basaksehir,,
9,2021-10-24,16:00,Süper Lig,Matchweek 10,Sun,Away,W,2,1,Antalyaspor,56.0,,Mahmut Tekdemir,4-1-4-1,Yaşar Kemal Uğurlu,Match Report,,7.0,3.0,,0,0,2022,Istanbul Basaksehir,,
10,2021-11-01,20:00,Süper Lig,Matchweek 11,Mon,Home,W,2,1,Adana Demirspor,67.0,,Mahmut Tekdemir,4-1-4-1,Arda Kardeşler,Match Report,,18.0,9.0,,1,1,2022,Istanbul Basaksehir,,
11,2021-11-06,16:00,Süper Lig,Matchweek 12,Sat,Away,W,3,1,Yeni Mal'spor,67.0,,Mahmut Tekdemir,4-1-4-1,Zorbay Küçük,Match Report,,11.0,7.0,,0,0,2022,Istanbul Basaksehir,,
12,2021-11-20,16:00,Süper Lig,Matchweek 13,Sat,Home,W,2,1,Sivasspor,56.0,,Mahmut Tekdemir,4-1-4-1,Mete Kalkavan,Match Report,,7.0,3.0,,0,0,2022,Istanbul Basaksehir,,
13,2021-11-26,20:00,Süper Lig,Matchweek 14,Fri,Home,D,0,0,Altay,80.0,,Mahmut Tekdemir,4-1-4-1,Umit Öztürk,Match Report,,20.0,7.0,,0,0,2022,Istanbul Basaksehir,,
14,2021-12-05,16:00,Süper Lig,Matchweek 15,Sun,Away,W,3,0,Hatayspor,52.0,,Mahmut Tekdemir,4-1-4-1,Erkan Özdamar,Match Report,,16.0,9.0,,2,2,2022,Istanbul Basaksehir,,
15,2021-12-11,16:00,Süper Lig,Matchweek 16,Sat,Home,W,2,1,Kasımpaşa,64.0,,Mahmut Tekdemir,4-1-4-1,Fırat Aydınus,Match Report,,13.0,3.0,,0,0,2022,Istanbul Basaksehir,,
16,2021-12-18,19:00,Süper Lig,Matchweek 17,Sat,Away,D,1,1,Galatasaray,42.0,,Mahmut Tekdemir,4-1-4-1,Zorbay Küçük,Match Report,,8.0,3.0,,0,0,2022,Istanbul Basaksehir,,
17,2021-12-21,17:00,Süper Lig,Matchweek 18,Tue,Home,W,3,1,Giresunspor,64.0,,Mahmut Tekdemir,4-1-4-1,Alper Ulusoy,Match Report,,20.0,8.0,,0,0,2022,Istanbul Basaksehir,,
18,2021-12-25,19:00,Süper Lig,Matchweek 19,Sat,Away,D,0,0,Trabzonspor,42.0,,Mahmut Tekdemir,4-1-4-1,Halil Umut Meler,Match Report,,7.0,5.0,,0,0,2022,Istanbul Basaksehir,,
19,2022-01-08,16:00,Süper Lig,Matchweek 20,Sat,Away,D,1,1,Alanyaspor,47.0,,Mahmut Tekdemir,4-1-4-1,Mustafa Kürşad Filiz,Match Report,,12.0,3.0,,0,0,2022,Istanbul Basaksehir,,
20,2022-01-19,18:00,Süper Lig,Matchweek 22,Wed,Away,L,0,1,Kayserispor,68.0,,Volkan Babacan,4-1-4-1,Volkan Bayarslan,Match Report,,14.0,3.0,,0,0,2022,Istanbul Basaksehir,,
21,2022-01-22,19:00,Süper Lig,Matchweek 23,Sat,Home,L,1,2,Göztepe,71.0,,Mahmut Tekdemir,4-1-4-1,Arda Kardeşler,Match Report,,20.0,7.0,,0,0,2022,Istanbul Basaksehir,,
22,2022-02-05,19:00,Süper Lig,Matchweek 24,Sat,Away,W,1,0,Fenerbahçe,48.0,,Volkan Babacan,4-1-4-1,Yaşar Kemal Uğurlu,Match Report,,14.0,6.0,,0,0,2022,Istanbul Basaksehir,,
23,2022-02-12,16:00,Süper Lig,Matchweek 25,Sat,Home,W,2,0,Gaziantep FK,58.0,,Alexandru Epureanu,4-1-4-1,Cüneyt Çakιr,Match Report,,10.0,3.0,,0,0,2022,Istanbul Basaksehir,,
24,2022-02-18,20:00,Süper Lig,Matchweek 26,Fri,Away,W,2,0,Rizespor,53.0,,Volkan Babacan,4-1-4-1,Suat Arslanboga,Match Report,,7.0,4.0,,0,0,2022,Istanbul Basaksehir,,
25,2022-02-22,20:00,Süper Lig,Matchweek 21,Tue,Home,W,2,1,Konyaspor,45.0,,Volkan Babacan,4-1-4-1,Sarper Barış Saka,Match Report,,13.0,4.0,,0,0,2022,Istanbul Basaksehir,,
26,2022-02-26,16:00,Süper Lig,Matchweek 27,Sat,Home,L,1,2,Fatih Karagümrük,63.0,,Alexandru Epureanu,4-1-4-1,Yasin Kol,Match Report,,13.0,3.0,,0,0,2022,Istanbul Basaksehir,,
27,2022-03-07,20:00,Süper Lig,Matchweek 28,Mon,Away,D,2,2,Beşiktaş,44.0,,Volkan Babacan,4-1-4-1,Erkan Özdamar,Match Report,,4.0,2.0,,0,0,2022,Istanbul Basaksehir,,
28,2022-03-14,16:00,Süper Lig,Matchweek 29,Mon,Home,L,0,1,Antalyaspor,64.0,,Volkan Babacan,4-1-4-1,Zorbay Küçük,Match Report,,15.0,4.0,,0,0,2022,Istanbul Basaksehir,,
29,2022-03-19,16:00,Süper Lig,Matchweek 30,Sat,Away,L,1,2,Adana Demirspor,55.0,,Volkan Babacan,4-1-4-1,Yaşar Kemal Uğurlu,Match Report,,11.0,2.0,,0,0,2022,Istanbul Basaksehir,,
30,2022-04-04,20:30,Süper Lig,Matchweek 31,Mon,Home,W,1,0,Yeni Mal'spor,57.0,,Alexandru Epureanu,4-1-4-1,Sarper Barış Saka,Match Report,,28.0,11.0,,0,0,2022,Istanbul Basaksehir,,
31,2022-04-10,16:00,Süper Lig,Matchweek 32,Sun,Away,W,2,0,Sivasspor,52.0,,Mahmut Tekdemir,4-1-4-1,Halil Umut Meler,Match Report,,14.0,2.0,,0,0,2022,Istanbul Basaksehir,,
32,2022-04-16,16:00,Süper Lig,Matchweek 33,Sat,Away,D,1,1,Altay,60.0,,Alexandru Epureanu,4-2-3-1,Sarper Barış Saka,Match Report,,18.0,6.0,,0,0,2022,Istanbul Basaksehir,,
33,2022-04-24,16:00,Süper Lig,Matchweek 34,Sun,Home,W,3,0,Hatayspor,64.0,,Mahmut Tekdemir,4-2-3-1,Arda Kardeşler,Match Report,,21.0,8.0,,0,0,2022,Istanbul Basaksehir,,
34,2022-04-30,16:00,Süper Lig,Matchweek 35,Sat,Away,W,3,2,Kasımpaşa,53.0,,Mahmut Tekdemir,4-2-3-1,Alper Ulusoy,Match Report,,16.0,8.0,,1,1,2022,Istanbul Basaksehir,,
35,2022-05-07,19:00,Süper Lig,Matchweek 36,Sat,Home,D,0,0,Galatasaray,58.0,,Mahmut Tekdemir,4-1-4-1,Fırat Aydınus,Match Report,,21.0,10.0,,0,0,2022,Istanbul Basaksehir,,
36,2022-05-15,19:00,Süper Lig,Matchweek 37,Sun,Away,D,1,1,Giresunspor,58.0,,Mahmut Tekdemir,4-1-4-1,Tugay Kaan Numanoğlu,Match Report,,8.0,2.0,,0,0,2022,Istanbul Basaksehir,,
37,2022-05-22,16:00,Süper Lig,Matchweek 38,Sun,Home,W,3,1,Trabzonspor,41.0,,Mahmut Tekdemir,4-1-4-1,Atilla Karaoğlan,Match Report,,12.0,4.0,,0,0,2022,Istanbul Basaksehir,,
0,2021-08-15,19:15,Süper Lig,Matchweek 1,Sun,Away,W,1,0,Başakşehir,42.0,,Efecan Karaca,3-4-1-2,Yaşar Kemal Uğurlu,Match Report,,8.0,4.0,,0,0,2022,Alanyaspor,,
1,2021-08-21,21:45,Süper Lig,Matchweek 2,Sat,Home,L,1,4,Altay,48.0,,Efecan Karaca,3-4-3,Mete Kalkavan,Match Report,,10.0,2.0,,0,0,2022,Alanyaspor,,
2,2021-08-28,21:45,Süper Lig,Matchweek 3,Sat,Away,L,0,5,Hatayspor,52.0,,Daniel Candeias,3-4-1-2,Mert Güzenge,Match Report,,8.0,1.0,,0,0,2022,Alanyaspor,,
3,2021-09-13,20:00,Süper Lig,Matchweek 4,Mon,Home,W,1,0,Giresunspor,37.0,,Daniel Candeias,4-2-3-1,Zorbay Küçük,Match Report,,9.0,2.0,,0,0,2022,Alanyaspor,,
4,2021-09-19,16:00,Süper Lig,Matchweek 5,Sun,Away,W,1,0,Galatasaray,41.0,,Efecan Karaca,4-2-3-1,Abdulkadir Bitigen,Match Report,,9.0,3.0,,0,0,2022,Alanyaspor,,
5,2021-09-23,20:00,Süper Lig,Matchweek 6,Thu,Home,W,2,0,Kasımpaşa,47.0,,Efecan Karaca,4-2-3-1,Bahattin Şimşek,Match Report,,14.0,3.0,,0,0,2022,Alanyaspor,,
6,2021-09-27,20:00,Süper Lig,Matchweek 7,Mon,Away,D,1,1,Trabzonspor,33.0,,Efecan Karaca,4-2-3-1,Halis Özkahya,Match Report,,19.0,6.0,,0,0,2022,Alanyaspor,,
7,2021-10-02,13:30,Süper Lig,Matchweek 8,Sat,Away,D,1,1,Konyaspor,45.0,,Efecan Karaca,4-2-3-1,Mert Güzenge,Match Report,,11.0,5.0,,0,0,2022,Alanyaspor,,
8,2021-10-18,20:00,Süper Lig,Matchweek 9,Mon,Home,W,6,3,Kayserispor,54.0,,Efecan Karaca,4-2-3-1,Umit Öztürk,Match Report,,18.0,12.0,,0,0,2022,Alanyaspor,,
9,2021-10-24,19:00,Süper Lig,Matchweek 10,Sun,Away,W,2,1,Fenerbahçe,42.0,,Efecan Karaca,4-2-3-1,Halil Umut Meler,Match Report,,3.0,2.0,,0,0,2022,Alanyaspor,,
10,2021-10-31,16:00,Süper Lig,Matchweek 11,Sun,Home,D,2,2,Göztepe,54.0,,Efecan Karaca,4-2-3-1,Mete Kalkavan,Match Report,,19.0,8.0,,0,0,2022,Alanyaspor,,
11,2021-11-05,20:00,Süper Lig,Matchweek 12,Fri,Away,L,0,2,Rizespor,56.0,,Efecan Karaca,4-2-3-1,Fırat Aydınus,Match Report,,13.0,1.0,,0,0,2022,Alanyaspor,,
12,2021-11-20,19:00,Süper Lig,Matchweek 13,Sat,Home,W,2,0,Beşiktaş,37.0,,Efecan Karaca,4-2-3-1,Alper Ulusoy,Match Report,,12.0,3.0,,0,0,2022,Alanyaspor,,
13,2021-11-27,13:30,Süper Lig,Matchweek 14,Sat,Away,L,0,3,Antalyaspor,48.0,,Emre Akbaba,4-2-3-1,Ali Şansalan,Match Report,,8.0,1.0,,0,0,2022,Alanyaspor,,
14,2021-12-04,13:30,Süper Lig,Matchweek 15,Sat,Home,L,0,1,Sivasspor,57.0,,Efecan Karaca,4-1-4-1,Yaşar Kemal Uğurlu,Match Report,,9.0,1.0,,0,0,2022,Alanyaspor,,
15,2021-12-12,16:00,Süper Lig,Matchweek 16,Sun,Away,W,6,2,Yeni Mal'spor,57.0,,Efecan Karaca,4-2-3-1,Yasin Kol,Match Report,,20.0,13.0,,1,1,2022,Alanyaspor,,
16,2021-12-18,19:00,Süper Lig,Matchweek 17,Sat,Home,L,1,3,Adana Demirspor,62.0,,Efecan Karaca,4-2-3-1,Hüseyin Göçek,Match Report,,10.0,4.0,,0,0,2022,Alanyaspor,,
17,2021-12-22,20:00,Süper Lig,Matchweek 18,Wed,Away,L,1,2,Gaziantep FK,53.0,,Efecan Karaca,4-1-4-1,Tugay Kaan Numanoğlu,Match Report,,13.0,5.0,,0,0,2022,Alanyaspor,,
18,2021-12-26,16:00,Süper Lig,Matchweek 19,Sun,Home,D,1,1,Fatih Karagümrük,51.0,,Efecan Karaca,4-1-4-1,Alper Ulusoy,Match Report,,17.0,5.0,,0,0,2022,Alanyaspor,,
19,2022-01-08,16:00,Süper Lig,Matchweek 20,Sat,Home,D,1,1,Başakşehir,53.0,,Efecan Karaca,4-1-4-1,Mustafa Kürşad Filiz,Match Report,,13.0,2.0,,0,0,2022,Alanyaspor,,
20,2022-01-16,13:30,Süper Lig,Matchweek 21,Sun,Away,W,2,0,Altay,67.0,,Efecan Karaca,4-1-4-1,Volkan Bayarslan,Match Report,,12.0,7.0,,0,0,2022,Alanyaspor,,
21,2022-01-20,17:00,Süper Lig,Matchweek 22,Thu,Home,W,6,0,Hatayspor,64.0,,Efecan Karaca,4-1-4-1,Bahattin Şimşek,Match Report,,20.0,10.0,,0,0,2022,Alanyaspor,,
22,2022-01-23,16:00,Süper Lig,Matchweek 23,Sun,Away,W,3,1,Giresunspor,45.0,,Efecan Karaca,4-1-4-1,Mert Güzenge,Match Report,,12.0,5.0,,0,0,2022,Alanyaspor,,
23,2022-02-06,16:00,Süper Lig,Matchweek 24,Sun,Home,D,1,1,Galatasaray,58.0,,Efecan Karaca,4-1-4-1,Mete Kalkavan,Match Report,,14.0,5.0,,0,0,2022,Alanyaspor,,
24,2022-02-13,19:00,Süper Lig,Matchweek 25,Sun,Away,D,2,2,Kasımpaşa,51.0,,Daniel Candeias,4-1-4-1,Yaşar Kemal Uğurlu,Match Report,,10.0,3.0,,0,0,2022,Alanyaspor,,
25,2022-02-20,16:00,Süper Lig,Matchweek 26,Sun,Home,L,0,4,Trabzonspor,59.0,,Efecan Karaca,4-1-4-1,Halil Umut Meler,Match Report,,17.0,4.0,,0,1,2022,Alanyaspor,,
26,2022-02-27,16:00,Süper Lig,Matchweek 27,Sun,Home,W,5,1,Konyaspor,51.0,,Efecan Karaca,4-1-4-1,Volkan Bayarslan,Match Report,,17.0,10.0,,1,1,2022,Alanyaspor,,
27,2022-03-07,20:00,Süper Lig,Matchweek 28,Mon,Away,W,2,1,Kayserispor,64.0,,Efecan Karaca,3-4-3,Suat Arslanboga,Match Report,,15.0,4.0,,0,0,2022,Alanyaspor,,
28,2022-03-13,19:00,Süper Lig,Matchweek 29,Sun,Home,L,2,5,Fenerbahçe,63.0,,Efecan Karaca,3-4-3,Volkan Bayarslan,Match Report,,14.0,9.0,,0,0,2022,Alanyaspor,,
29,2022-03-19,16:00,Süper Lig,Matchweek 30,Sat,Away,W,2,0,Göztepe,57.0,,Efecan Karaca,4-3-3,Zorbay Küçük,Match Report,,12.0,4.0,,0,0,2022,Alanyaspor,,
30,2022-04-03,16:00,Süper Lig,Matchweek 31,Sun,Home,W,2,1,Rizespor,58.0,,Efecan Karaca,4-3-3,Halil Umut Meler,Match Report,,12.0,5.0,,1,1,2022,Alanyaspor,,
31,2022-04-09,20:30,Süper Lig,Matchweek 32,Sat,Away,L,1,4,Beşiktaş,66.0,,Efecan Karaca,4-1-4-1,Volkan Bayarslan,Match Report,,4.0,1.0,,0,0,2022,Alanyaspor,,
32,2022-04-16,16:00,Süper Lig,Matchweek 33,Sat,Home,L,1,3,Antalyaspor,65.0,,Efecan Karaca,4-1-4-1,Yaşar Kemal Uğurlu,Match Report,,14.0,5.0,,0,0,2022,Alanyaspor,,
33,2022-04-25,20:30,Süper Lig,Matchweek 34,Mon,Away,L,0,1,Sivasspor,62.0,,Efecan Karaca,4-1-4-1,Umit Öztürk,Match Report,,13.0,2.0,,0,0,2022,Alanyaspor,,
34,2022-05-01,16:00,Süper Lig,Matchweek 35,Sun,Home,W,2,1,Yeni Mal'spor,79.0,,Daniel Candeias,4-1-4-1,Turgut Doman,Match Report,,40.0,11.0,,0,0,2022,Alanyaspor,,
35,2022-05-07,19:00,Süper Lig,Matchweek 36,Sat,Away,W,2,1,Adana Demirspor,54.0,,Efecan Karaca,4-2-3-1,Umit Öztürk,Match Report,,11.0,5.0,,0,0,2022,Alanyaspor,,
36,2022-05-15,19:00,Süper Lig,Matchweek 37,Sun,Home,W,3,0,Gaziantep FK,52.0,,Efecan Karaca,4-2-3-1,Bahattin Şimşek,Match Report,,20.0,8.0,,0,0,2022,Alanyaspor,,
37,2022-05-22,16:00,Süper Lig,Matchweek 38,Sun,Away,W,1,0,Fatih Karagümrük,53.0,,Efecan Karaca,4-2-3-1,Fırat Aydınus,Match Report,,18.0,6.0,,0,1,2022,Alanyaspor,,
0,2021-08-13,20:30,Süper Lig,Matchweek 1,Fri,Home,W,3,0,Rizespor,51.0,,Atiba Hutchinson,4-1-4-1,Zorbay Küçük,Match Report,,19.0,6.0,,0,0,2022,Besiktas,,
1,2021-08-21,21:45,Süper Lig,Matchweek 2,Sat,Away,D,0,0,Gaziantep FK,60.0,,Atiba Hutchinson,4-1-4-1,Umit Öztürk,Match Report,,7.0,3.0,,0,0,2022,Besiktas,,
2,2021-08-28,21:45,Süper Lig,Matchweek 3,Sat,Home,W,1,0,Fatih Karagümrük,38.0,12140.0,Domagoj Vida,4-2-3-1,Cüneyt Çakιr,Match Report,,18.0,7.0,,0,0,2022,Besiktas,,
3,2021-09-11,20:00,Süper Lig,Matchweek 4,Sat,Home,W,3,0,Yeni Mal'spor,68.0,,Necip Uysal,4-2-3-1,Arda Kardeşler,Match Report,,16.0,9.0,,0,0,2022,Besiktas,,
5,2021-09-18,19:00,Süper Lig,Matchweek 5,Sat,Away,W,3,2,Antalyaspor,58.0,,Atiba Hutchinson,4-1-4-1,Ali Şansalan,Match Report,,19.0,7.0,,0,0,2022,Besiktas,,
6,2021-09-21,20:00,Süper Lig,Matchweek 6,Tue,Home,D,3,3,Adana Demirspor,63.0,,Oğuzhan Özyakup,4-1-4-1,Ali Palabıyık,Match Report,,13.0,6.0,,0,0,2022,Besiktas,,
7,2021-09-24,20:00,Süper Lig,Matchweek 7,Fri,Away,L,1,2,Altay,53.0,,Atiba Hutchinson,4-2-3-1,Fırat Aydınus,Match Report,,12.0,7.0,,0,0,2022,Besiktas,,
9,2021-10-02,19:00,Süper Lig,Matchweek 8,Sat,Home,W,2,1,Sivasspor,53.0,,Domagoj Vida,4-1-4-1,Yaşar Kemal Uğurlu,Match Report,,10.0,4.0,,0,0,2022,Besiktas,,
10,2021-10-15,20:00,Süper Lig,Matchweek 9,Fri,Away,L,2,3,Başakşehir,55.0,,Atiba Hutchinson,4-2-3-1,Atilla Karaoğlan,Match Report,,18.0,8.0,,1,1,2022,Besiktas,,
12,2021-10-25,20:00,Süper Lig,Matchweek 10,Mon,Home,W,2,1,Galatasaray,59.0,,Necip Uysal,4-2-3-1,Fırat Aydınus,Match Report,,10.0,3.0,,0,0,2022,Besiktas,,
13,2021-10-30,16:00,Süper Lig,Matchweek 11,Sat,Away,L,0,1,Hatayspor,65.0,,Atiba Hutchinson,4-2-3-1,Cüneyt Çakιr,Match Report,,17.0,3.0,,0,0,2022,Besiktas,,
15,2021-11-06,19:00,Süper Lig,Matchweek 12,Sat,Home,L,1,2,Trabzonspor,55.0,,Domagoj Vida,4-1-4-1,Erkan Özdamar,Match Report,,17.0,6.0,,0,0,2022,Besiktas,,
16,2021-11-20,19:00,Süper Lig,Matchweek 13,Sat,Away,L,0,2,Alanyaspor,63.0,,Atiba Hutchinson,4-1-4-1,Alper Ulusoy,Match Report,,16.0,5.0,,0,0,2022,Besiktas,,
18,2021-11-27,19:00,Süper Lig,Matchweek 14,Sat,Home,L,0,4,Giresunspor,69.0,,Necip Uysal,4-2-3-1,Hüseyin Göçek,Match Report,,13.0,4.0,,0,0,2022,Besiktas,,
19,2021-12-03,20:00,Süper Lig,Matchweek 15,Fri,Away,D,1,1,Kasımpaşa,56.0,,Atiba Hutchinson,4-3-3,Mete Kalkavan,Match Report,,14.0,6.0,,0,0,2022,Besiktas,,
21,2021-12-12,19:00,Süper Lig,Matchweek 16,Sun,Home,W,4,2,Kayserispor,73.0,,Atiba Hutchinson,4-3-3,Ali Şansalan,Match Report,,21.0,8.0,,0,0,2022,Besiktas,,
22,2021-12-19,19:00,Süper Lig,Matchweek 17,Sun,Away,D,2,2,Fenerbahçe,59.0,,Necip Uysal,4-3-3,Fırat Aydınus,Match Report,,14.0,3.0,,0,0,2022,Besiktas,,
23,2021-12-23,20:00,Süper Lig,Matchweek 18,Thu,Home,W,2,1,Göztepe,54.0,,Domagoj Vida,4-3-3,Umit Öztürk,Match Report,,10.0,3.0,,0,0,2022,Besiktas,,
24,2021-12-27,20:00,Süper Lig,Matchweek 19,Mon,Away,L,0,1,Konyaspor,54.0,,Domagoj Vida,4-2-3-1,Mete Kalkavan,Match Report,,12.0,6.0,,0,0,2022,Besiktas,,
25,2022-01-09,19:00,Süper Lig,Matchweek 20,Sun,Away,D,2,2,Rizespor,48.0,,Necip Uysal,3-4-3,Alper Ulusoy,Match Report,,22.0,10.0,,1,1,2022,Besiktas,,
26,2022-01-14,20:00,Süper Lig,Matchweek 21,Fri,Home,W,1,0,Gaziantep FK,58.0,,Necip Uysal,4-1-4-1,Arda Kardeşler,Match Report,,16.0,4.0,,0,0,2022,Besiktas,,
27,2022-01-18,20:00,Süper Lig,Matchweek 22,Tue,Away,W,1,0,Fatih Karagümrük,54.0,,Necip Uysal,4-1-4-1,Halil Umut Meler,Match Report,,11.0,3.0,,1,1,2022,Besiktas,,
28,2022-01-22,13:30,Süper Lig,Matchweek 23,Sat,Away,D,1,1,Yeni Mal'spor,63.0,,Necip Uysal,4-1-4-1,Zorbay Küçük,Match Report,,18.0,3.0,,0,0,2022,Besiktas,,
29,2022-02-06,19:00,Süper Lig,Matchweek 24,Sun,Home,D,0,0,Antalyaspor,58.0,,Necip Uysal,3-4-3,Abdulkadir Bitigen,Match Report,,17.0,4.0,,0,0,2022,Besiktas,,
30,2022-02-14,20:00,Süper Lig,Matchweek 25,Mon,Away,D,1,1,Adana Demirspor,48.0,,Atiba Hutchinson,4-2-3-1,Ali Şansalan,Match Report,,12.0,6.0,,0,0,2022,Besiktas,,
31,2022-02-19,19:00,Süper Lig,Matchweek 26,Sat,Home,W,1,0,Altay,54.0,,Necip Uysal,4-2-3-1,Volkan Bayarslan,Match Report,,18.0,8.0,,0,0,2022,Besiktas,,
32,2022-02-26,19:00,Süper Lig,Matchweek 27,Sat,Away,W,3,2,Sivasspor,53.0,,Atiba Hutchinson,4-2-3-1,Sarper Barış Saka,Match Report,,17.0,10.0,,1,1,2022,Besiktas,,
33,2022-03-07,20:00,Süper Lig,Matchweek 28,Mon,Home,D,2,2,Başakşehir,56.0,,Atiba Hutchinson,4-2-3-1,Erkan Özdamar,Match Report,,16.0,4.0,,0,0,2022,Besiktas,,
34,2022-03-14,20:00,Süper Lig,Matchweek 29,Mon,Away,L,1,2,Galatasaray,56.0,,Atiba Hutchinson,4-2-3-1,Atilla Karaoğlan,Match Report,,10.0,1.0,,0,0,2022,Besiktas,,
35,2022-03-19,19:00,Süper Lig,Matchweek 30,Sat,Home,D,1,1,Hatayspor,59.0,,Necip Uysal,4-2-3-1,Yasin Kol,Match Report,,22.0,12.0,,0,0,2022,Besiktas,,
36,2022-04-03,20:30,Süper Lig,Matchweek 31,Sun,Away,D,1,1,Trabzonspor,48.0,,Domagoj Vida,5-4-1,Zorbay Küçük,Match Report,,15.0,3.0,,0,1,2022,Besiktas,,
37,2022-04-09,20:30,Süper Lig,Matchweek 32,Sat,Home,W,4,1,Alanyaspor,34.0,,Domagoj Vida,3-4-3,Volkan Bayarslan,Match Report,,11.0,6.0,,0,0,2022,Besiktas,,
38,2022-04-17,20:30,Süper Lig,Matchweek 33,Sun,Away,D,0,0,Giresunspor,69.0,,Necip Uysal,3-4-3,Arda Kardeşler,Match Report,,14.0,4.0,,0,0,2022,Besiktas,,
39,2022-04-25,20:30,Süper Lig,Matchweek 34,Mon,Home,L,0,3,Kasımpaşa,62.0,,Domagoj Vida,3-4-3,Yasin Kol,Match Report,,15.0,3.0,,0,0,2022,Besiktas,,
40,2022-05-01,16:00,Süper Lig,Matchweek 35,Sun,Away,W,3,2,Kayserispor,50.0,,Atiba Hutchinson,3-4-3,Erkan Özdamar,Match Report,,17.0,6.0,,1,1,2022,Besiktas,,
41,2022-05-08,19:00,Süper Lig,Matchweek 36,Sun,Home,D,1,1,Fenerbahçe,40.0,,Josef de Souza,3-4-1-2,Arda Kardeşler,Match Report,,9.0,3.0,,1,2,2022,Besiktas,,
42,2022-05-15,16:00,Süper Lig,Matchweek 37,Sun,Away,W,2,0,Göztepe,38.0,,Josef de Souza,3-4-3,Umit Öztürk,Match Report,,8.0,3.0,,0,0,2022,Besiktas,,
43,2022-05-21,19:00,Süper Lig,Matchweek 38,Sat,Home,D,1,1,Konyaspor,54.0,,Necip Uysal,3-4-1-2,Sarper Barış Saka,Match Report,,21.0,5.0,,0,0,2022,Besiktas,,
0,2021-08-15,21:45,Süper Lig,Matchweek 1,Sun,Home,D,1,1,Göztepe,40.0,,Nuri Şahin,4-2-3-1,Yasin Kol,Match Report,,4.0,2.0,,1,1,2022,Antalyaspor,,
1,2021-08-22,21:45,Süper Lig,Matchweek 2,Sun,Away,L,0,2,Fenerbahçe,42.0,,Nuri Şahin,4-2-3-1,Halil Umut Meler,Match Report,,11.0,4.0,,0,0,2022,Antalyaspor,,
2,2021-08-27,20:30,Süper Lig,Matchweek 3,Fri,Home,W,3,2,Rizespor,58.0,,Nuri Şahin,4-2-3-1,Özgür Yankaya,Match Report,,11.0,5.0,,2,2,2022,Antalyaspor,,
3,2021-09-13,20:00,Süper Lig,Matchweek 4,Mon,Away,L,0,2,Gaziantep FK,59.0,,Nuri Şahin,4-2-3-1,Suat Arslanboga,Match Report,,15.0,2.0,,0,0,2022,Antalyaspor,,
4,2021-09-18,19:00,Süper Lig,Matchweek 5,Sat,Home,L,2,3,Beşiktaş,42.0,,Ruud Boffin,4-2-3-1,Ali Şansalan,Match Report,,11.0,5.0,,0,0,2022,Antalyaspor,,
5,2021-09-21,17:00,Süper Lig,Matchweek 6,Tue,Away,D,0,0,Fatih Karagümrük,34.0,,Nuri Şahin,4-2-3-1,Arda Kardeşler,Match Report,,12.0,5.0,,0,0,2022,Antalyaspor,,
6,2021-09-25,16:00,Süper Lig,Matchweek 7,Sat,Home,W,1,0,Yeni Mal'spor,52.0,,Nuri Şahin,4-2-3-1,Mert Güzenge,Match Report,,17.0,2.0,,0,0,2022,Antalyaspor,,
7,2021-10-01,20:00,Süper Lig,Matchweek 8,Fri,Home,L,1,2,Adana Demirspor,53.0,,Nuri Şahin,4-2-3-1,Volkan Bayarslan,Match Report,,13.0,3.0,,0,0,2022,Antalyaspor,,
8,2021-10-16,16:00,Süper Lig,Matchweek 9,Sat,Away,D,2,2,Sivasspor,49.0,,Hakan Özmert,3-4-3,Mete Kalkavan,Match Report,,9.0,3.0,,0,0,2022,Antalyaspor,,
9,2021-10-24,16:00,Süper Lig,Matchweek 10,Sun,Home,L,1,2,Başakşehir,45.0,,Hakan Özmert,3-4-3,Yaşar Kemal Uğurlu,Match Report,,13.0,6.0,,0,0,2022,Antalyaspor,,
10,2021-11-01,20:00,Süper Lig,Matchweek 11,Mon,Away,W,2,1,Giresunspor,38.0,,Veysel Sarı,3-4-3,Suat Arslanboga,Match Report,,6.0,5.0,,0,0,2022,Antalyaspor,,
11,2021-11-06,16:00,Süper Lig,Matchweek 12,Sat,Home,W,1,0,Altay,55.0,,Veysel Sarı,3-4-3,Mert Güzenge,Match Report,,14.0,6.0,,0,0,2022,Antalyaspor,,
12,2021-11-20,13:30,Süper Lig,Matchweek 13,Sat,Away,L,1,3,Hatayspor,45.0,,Veysel Sarı,3-4-3,Tugay Kaan Numanoğlu,Match Report,,12.0,3.0,,0,0,2022,Antalyaspor,,
13,2021-11-27,13:30,Süper Lig,Matchweek 14,Sat,Home,W,3,0,Alanyaspor,52.0,,Veysel Sarı,3-4-3,Ali Şansalan,Match Report,,18.0,5.0,,0,0,2022,Antalyaspor,,
