,date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,pk,pkatt,season,team,xg,xga
29,2022-03-19,16:00,Süper Lig,Matchweek 30,Sat,Home,W,2,1,Başakşehir,45.0,,Gökhan Inler,4-2-3-1,Yaşar Kemal Uğurlu,Match Report,,15.0,6.0,,0,0,2022,Adana Demirspor,,
30,2022-04-04,20:30,Süper Lig,Matchweek 31,Mon,Away,D,0,0,Hatayspor,55.0,,Gökhan Inler,4-2-3-1,Mustafa Kürşad Filiz,Match Report,,17.0,5.0,,0,0,2022,Adana Demirspor,,
31,2022-04-10,16:00,Süper Lig,Matchweek 32,Sun,Home,W,3,1,Altay,59.0,,Gökhan Inler,4-2-3-1,Arda Kardeşler,Match Report,,18.0,9.0,,1,1,2022,Adana Demirspor,,
32,2022-04-17,16:00,Süper Lig,Matchweek 33,Sun,Away,L,0,4,Kasımpaşa,48.0,,Gökhan Inler,4-2-3-1,Kadir Sağlam,Match Report,,9.0,5.0,,0,0,2022,Adana Demirspor,,
33,2022-04-23,20:30,Süper Lig,Matchweek 34,Sat,Home,L,1,3,Trabzonspor,64.0,,Gökhan Inler,4-2-3-1,Yaşar Kemal Uğurlu,Match Report,,14.0,3.0,,0,1,2022,Adana Demirspor,,
34,2022-04-29,20:30,Süper Lig,Matchweek 35,Fri,Away,L,0,2,Giresunspor,58.0,,Gökhan Inler,4-2-3-1,Halil Umut Meler,Match Report,,9.0,1.0,,0,0,2022,Adana Demirspor,,
35,2022-05-07,19:00,Süper Lig,Matchweek 36,Sat,Home,L,1,2,Alanyaspor,46.0,,Gökhan Inler,4-2-3-1,Umit Öztürk,Match Report,,14.0,6.0,,0,0,2022,Adana Demirspor,,
36,2022-05-16,20:00,Süper Lig,Matchweek 37,Mon,Away,L,2,3,Galatasaray,48.0,,Gökhan Inler,4-2-3-1,Sarper Barış Saka,Match Report,,10.0,4.0,,0,0,2022,Adana Demirspor,,
37,2022-05-22,19:00,Süper Lig,Matchweek 38,Sun,Home,W,7,0,Göztepe,58.0,,Gökhan Inler,4-2-3-1,Adem Cinek,Match Report,,23.0,10.0,,0,0,2022,Adana Demirspor,,
4,2021-08-16,19:15,Süper Lig,Matchweek 1,Mon,Home,L,0,1,Konyaspor,51.0,,Hakan Arslan,4-3-3,Fırat Aydınus,Match Report,,14.0,3.0,,0,0,2022,Sivasspor,,
6,2021-08-23,19:15,Süper Lig,Matchweek 2,Mon,Away,L,1,2,Trabzonspor,47.0,,Hakan Arslan,4-3-3,Abdulkadir Bitigen,Match Report,,17.0,4.0,,0,1,2022,Sivasspor,,
8,2021-08-29,19:15,Süper Lig,Matchweek 3,Sun,Home,D,2,2,Göztepe,43.0,,Hakan Arslan,4-2-3-1,Burak Şeker,Match Report,,11.0,3.0,,0,0,2022,Sivasspor,,
9,2021-09-12,17:00,Süper Lig,Matchweek 4,Sun,Away,D,1,1,Fenerbahçe,28.0,,Hakan Arslan,4-2-3-1,Halis Özkahya,Match Report,,7.0,3.0,,1,1,2022,Sivasspor,,
10,2021-09-18,13:30,Süper Lig,Matchweek 5,Sat,Home,D,1,1,Gaziantep FK,40.0,,Hakan Arslan,4-2-3-1,Atilla Karaoğlan,Match Report,,8.0,3.0,,0,0,2022,Sivasspor,,
11,2021-09-21,20:00,Süper Lig,Matchweek 6,Tue,Away,W,1,0,Yeni Mal'spor,46.0,,Hakan Arslan,4-2-3-1,Erkan Özdamar,Match Report,,11.0,4.0,,0,0,2022,Sivasspor,,
12,2021-09-25,13:30,Süper Lig,Matchweek 7,Sat,Home,W,4,0,Fatih Karagümrük,36.0,,Hakan Arslan,4-3-3,Alper Ulusoy,Match Report,,17.0,9.0,,0,0,2022,Sivasspor,,
13,2021-10-02,19:00,Süper Lig,Matchweek 8,Sat,Away,L,1,2,Beşiktaş,47.0,,Hakan Arslan,4-4-2,Yaşar Kemal Uğurlu,Match Report,,8.0,2.0,,0,0,2022,Sivasspor,,
14,2021-10-16,16:00,Süper Lig,Matchweek 9,Sat,Home,D,2,2,Antalyaspor,51.0,,Hakan Arslan,4-2-3-1,Mete Kalkavan,Match Report,,9.0,2.0,,0,0,2022,Sivasspor,,
15,2021-10-24,16:00,Süper Lig,Matchweek 10,Sun,Home,D,1,1,Adana Demirspor,42.0,,Hakan Arslan,4-2-3-1,Bahattin Şimşek,Match Report,,5.0,2.0,,0,0,2022,Sivasspor,,
16,2021-10-30,16:00,Süper Lig,Matchweek 11,Sat,Away,D,1,1,Altay,54.0,,Hakan Arslan,4-3-3,Erkan Özdamar,Match Report,,12.0,3.0,,0,0,2022,Sivasspor,,
17,2021-11-06,13:30,Süper Lig,Matchweek 12,Sat,Home,D,0,0,Giresunspor,49.0,,Hakan Arslan,4-2-3-1,Umit Öztürk,Match Report,,7.0,0.0,,0,0,2022,Sivasspor,,
18,2021-11-20,16:00,Süper Lig,Matchweek 13,Sat,Away,L,1,2,Başakşehir,44.0,,Ziya Erdal,4-3-3,Mete Kalkavan,Match Report,,13.0,5.0,,1,1,2022,Sivasspor,,
19,2021-11-28,16:00,Süper Lig,Matchweek 14,Sun,Home,W,4,0,Hatayspor,51.0,,Uğur Çiftçi,4-3-3,Arda Kardeşler,Match Report,,15.0,8.0,,1,1,2022,Sivasspor,,
20,2021-12-04,13:30,Süper Lig,Matchweek 15,Sat,Away,W,1,0,Alanyaspor,43.0,,Uğur Çiftçi,4-3-3,Yaşar Kemal Uğurlu,Match Report,,10.0,2.0,,0,0,2022,Sivasspor,,
21,2021-12-13,18:00,Süper Lig,Matchweek 16,Mon,Home,W,1,0,Galatasaray,35.0,,Ziya Erdal,4-3-3,Umit Öztürk,Match Report,,12.0,5.0,,0,0,2022,Sivasspor,,
22,2021-12-18,13:30,Süper Lig,Matchweek 17,Sat,Away,W,3,1,Kasımpaşa,42.0,,Uğur Çiftçi,4-3-3,Ali Şansalan,Match Report,,7.0,4.0,,0,0,2022,Sivasspor,,
23,2021-12-22,17:00,Süper Lig,Matchweek 18,Wed,Home,D,1,1,Rizespor,57.0,,Ziya Erdal,4-3-3,Atilla Karaoğlan,Match Report,,22.0,7.0,,0,0,2022,Sivasspor,,
24,2021-12-27,20:00,Süper Lig,Matchweek 19,Mon,Away,L,0,3,Kayserispor,62.0,,Uğur Çiftçi,4-3-3,Umit Öztürk,Match Report,,10.0,5.0,,0,0,2022,Sivasspor,,
25,2022-01-09,13:30,Süper Lig,Matchweek 20,Sun,Away,W,1,0,Konyaspor,38.0,,Hakan Arslan,4-4-1-1,Cüneyt Çakιr,Match Report,,11.0,2.0,,0,0,2022,Sivasspor,,
26,2022-01-15,16:00,Süper Lig,Matchweek 21,Sat,Home,D,1,1,Trabzonspor,43.0,,Uğur Çiftçi,4-1-4-1,Mete Kalkavan,Match Report,,10.0,4.0,,0,0,2022,Sivasspor,,
27,2022-01-19,17:00,Süper Lig,Matchweek 22,Wed,Away,L,1,2,Göztepe,60.0,,Uğur Çiftçi,4-1-4-1,Suat Arslanboga,Match Report,,20.0,5.0,,1,1,2022,Sivasspor,,
28,2022-01-22,16:00,Süper Lig,Matchweek 23,Sat,Home,D,1,1,Fenerbahçe,48.0,,Uğur Çiftçi,4-1-4-1,Alper Ulusoy,Match Report,,18.0,5.0,,0,0,2022,Sivasspor,,
29,2022-02-05,13:30,Süper Lig,Matchweek 24,Sat,Away,L,1,5,Gaziantep FK,48.0,,Uğur Çiftçi,4-1-4-1,Mustafa Kürşad Filiz,Match Report,,13.0,5.0,,0,0,2022,Sivasspor,,
30,2022-02-13,13:30,Süper Lig,Matchweek 25,Sun,Home,W,2,1,Yeni Mal'spor,50.0,,Uğur Çiftçi,4-1-4-1,Arda Kardeşler,Match Report,,14.0,5.0,,0,0,2022,Sivasspor,,
31,2022-02-20,16:00,Süper Lig,Matchweek 26,Sun,Away,L,0,1,Fatih Karagümrük,44.0,,Uğur Çiftçi,4-1-4-1,Mert Güzenge,Match Report,,9.0,2.0,,0,0,2022,Sivasspor,,
32,2022-02-26,19:00,Süper Lig,Matchweek 27,Sat,Home,L,2,3,Beşiktaş,47.0,,Hakan Arslan,4-3-3,Sarper Barış Saka,Match Report,,20.0,6.0,,1,1,2022,Sivasspor,,
33,2022-03-06,19:00,Süper Lig,Matchweek 28,Sun,Away,L,0,1,Antalyaspor,56.0,,Hakan Arslan,4-3-3,Cüneyt Çakιr,Match Report,,11.0,2.0,,0,0,2022,Sivasspor,,
34,2022-03-13,16:00,Süper Lig,Matchweek 29,Sun,Away,W,3,2,Adana Demirspor,39.0,,Ziya Erdal,4-1-4-1,Çağdaş Altay,Match Report,,9.0,6.0,,1,1,2022,Sivasspor,,
35,2022-03-20,13:30,Süper Lig,Matchweek 30,Sun,Home,W,2,1,Altay,58.0,,Ziya Erdal,4-3-3,Atilla Karaoğlan,Match Report,,12.0,5.0,,0,0,2022,Sivasspor,,
36,2022-04-02,13:30,Süper Lig,Matchweek 31,Sat,Away,D,2,2,Giresunspor,42.0,,Hakan Arslan,4-3-3,Arda Kardeşler,Match Report,,12.0,5.0,,0,0,2022,Sivasspor,,
37,2022-04-10,16:00,Süper Lig,Matchweek 32,Sun,Home,L,0,2,Başakşehir,48.0,,Hakan Arslan,4-3-3,Halil Umut Meler,Match Report,,19.0,7.0,,0,0,2022,Sivasspor,,
38,2022-04-16,13:30,Süper Lig,Matchweek 33,Sat,Away,D,1,1,Hatayspor,45.0,,Ziya Erdal,4-3-3,Ozan Ergün,Match Report,,8.0,4.0,,1,1,2022,Sivasspor,,
39,2022-04-25,20:30,Süper Lig,Matchweek 34,Mon,Home,W,1,0,Alanyaspor,38.0,,Ziya Erdal,4-2-3-1,Umit Öztürk,Match Report,,4.0,1.0,,1,1,2022,Sivasspor,,
40,2022-05-01,20:30,Süper Lig,Matchweek 35,Sun,Away,W,3,2,Galatasaray,45.0,,Hakan Arslan,4-2-3-1,Kadir Sağlam,Match Report,,14.0,5.0,,0,0,2022,Sivasspor,,
41,2022-05-07,16:00,Süper Lig,Matchweek 36,Sat,Home,L,1,3,Kasımpaşa,45.0,,Ziya Erdal,4-2-3-1,Ali Şansalan,Match Report,,14.0,4.0,,0,0,2022,Sivasspor,,
42,2022-05-16,20:00,Süper Lig,Matchweek 37,Mon,Away,W,2,1,Rizespor,51.0,,Hakan Arslan,4-2-3-1,Suat Arslanboga,Match Report,,14.0,3.0,,0,0,2022,Sivasspor,,
43,2022-05-21,16:00,Süper Lig,Matchweek 38,Sat,Home,W,2,1,Kayserispor,53.0,,Ziya Erdal,4-2-3-1,Yaşar Kemal Uğurlu,Match Report,,9.0,6.0,,0,0,2022,Sivasspor,,
0,2021-08-14,21:45,Süper Lig,Matchweek 1,Sat,Away,D,1,1,Hatayspor,44.0,,Loret Sadiku,4-2-3-1,Arda Kardeşler,Match Report,,11.0,4.0,,0,0,2022,Kasimpasa,,
1,2021-08-21,19:15,Süper Lig,Matchweek 2,Sat,Home,W,2,0,Giresunspor,44.0,,Loret Sadiku,4-2-3-1,Ali Palabıyık,Match Report,,9.0,3.0,,0,0,2022,Kasimpasa,,
2,2021-08-29,19:15,Süper Lig,Matchweek 3,Sun,Home,D,2,2,Galatasaray,47.0,,Loret Sadiku,4-2-3-1,Fırat Aydınus,Match Report,,17.0,5.0,,0,0,2022,Kasimpasa,,
3,2021-09-11,20:00,Süper Lig,Matchweek 4,Sat,Away,L,0,2,Kayserispor,52.0,,Loret Sadiku,4-2-3-1,Yasin Kol,Match Report,,6.0,1.0,,0,0,2022,Kasimpasa,,
4,2021-09-18,16:00,Süper Lig,Matchweek 5,Sat,Home,L,0,1,Trabzonspor,45.0,,Loret Sadiku,4-2-3-1,Mete Kalkavan,Match Report,,15.0,3.0,,0,0,2022,Kasimpasa,,
5,2021-09-23,20:00,Süper Lig,Matchweek 6,Thu,Away,L,0,2,Alanyaspor,53.0,,Loret Sadiku,4-2-3-1,Bahattin Şimşek,Match Report,,10.0,3.0,,0,0,2022,Kasimpasa,,
6,2021-09-27,20:00,Süper Lig,Matchweek 7,Mon,Home,D,2,2,Konyaspor,62.0,,Loret Sadiku,4-2-3-1,Tugay Kaan Numanoğlu,Match Report,,18.0,6.0,,1,1,2022,Kasimpasa,,
7,2021-10-03,16:00,Süper Lig,Matchweek 8,Sun,Away,L,1,2,Fenerbahçe,55.0,,Loret Sadiku,4-2-3-1,Atilla Karaoğlan,Match Report,,8.0,2.0,,0,0,2022,Kasimpasa,,
8,2021-10-17,13:30,Süper Lig,Matchweek 9,Sun,Home,L,1,2,Göztepe,55.0,,Ryan Donk,4-1-4-1,Cüneyt Çakιr,Match Report,,13.0,4.0,,0,0,2022,Kasimpasa,,
9,2021-10-23,13:30,Süper Lig,Matchweek 10,Sat,Away,L,1,2,Rizespor,52.0,,Ryan Donk,3-5-2,Hüseyin Göçek,Match Report,,18.0,5.0,,1,1,2022,Kasimpasa,,
10,2021-10-30,13:30,Süper Lig,Matchweek 11,Sat,Home,W,2,0,Yeni Mal'spor,55.0,,Ryan Donk,4-2-3-1,Alper Ulusoy,Match Report,,15.0,5.0,,0,0,2022,Kasimpasa,,
11,2021-11-05,20:00,Süper Lig,Matchweek 12,Fri,Away,L,0,2,Gaziantep FK,58.0,,Ryan Donk,4-2-3-1,Halis Özkahya,Match Report,,11.0,4.0,,0,0,2022,Kasimpasa,,
12,2021-11-21,13:30,Süper Lig,Matchweek 13,Sun,Home,L,1,3,Fatih Karagümrük,49.0,,Tarkan Serbest,4-2-3-1,Fırat Aydınus,Match Report,,19.0,6.0,,0,0,2022,Kasimpasa,,
13,2021-11-26,20:00,Süper Lig,Matchweek 14,Fri,Away,D,0,0,Adana Demirspor,48.0,,Ryan Donk,4-2-3-1,Erkan Özdamar,Match Report,,13.0,4.0,,0,0,2022,Kasimpasa,,
14,2021-12-03,20:00,Süper Lig,Matchweek 15,Fri,Home,D,1,1,Beşiktaş,44.0,,Ryan Donk,4-4-2,Mete Kalkavan,Match Report,,8.0,4.0,,0,0,2022,Kasimpasa,,
15,2021-12-11,16:00,Süper Lig,Matchweek 16,Sat,Away,L,1,2,Başakşehir,36.0,,Ryan Donk,4-4-2,Fırat Aydınus,Match Report,,10.0,3.0,,0,0,2022,Kasimpasa,,
16,2021-12-18,13:30,Süper Lig,Matchweek 17,Sat,Home,L,1,3,Sivasspor,58.0,,Ryan Donk,4-4-2,Ali Şansalan,Match Report,,12.0,3.0,,0,0,2022,Kasimpasa,,
17,2021-12-21,17:00,Süper Lig,Matchweek 18,Tue,Away,D,1,1,Antalyaspor,56.0,,Ryan Donk,4-4-2◆,Yaşar Kemal Uğurlu,Match Report,,11.0,5.0,,0,0,2022,Kasimpasa,,
18,2021-12-25,13:30,Süper Lig,Matchweek 19,Sat,Home,W,2,0,Altay,55.0,,Ryan Donk,4-3-1-2,Tugay Kaan Numanoğlu,Match Report,,21.0,10.0,,0,1,2022,Kasimpasa,,
19,2022-01-08,16:00,Süper Lig,Matchweek 20,Sat,Home,W,3,1,Hatayspor,45.0,,Ertuğrul Taşkıran,4-1-4-1,Sarper Barış Saka,Match Report,,15.0,8.0,,0,0,2022,Kasimpasa,,
20,2022-01-16,16:00,Süper Lig,Matchweek 21,Sun,Away,W,2,0,Giresunspor,48.0,,Ertuğrul Taşkıran,4-1-4-1,Yaşar Kemal Uğurlu,Match Report,,14.0,4.0,,1,1,2022,Kasimpasa,,
21,2022-01-20,20:00,Süper Lig,Matchweek 22,Thu,Away,W,3,1,Galatasaray,44.0,,Ryan Donk,4-1-4-1,Tugay Kaan Numanoğlu,Match Report,,17.0,4.0,,0,0,2022,Kasimpasa,,
22,2022-01-23,13:30,Süper Lig,Matchweek 23,Sun,Home,W,3,1,Kayserispor,55.0,,Ryan Donk,4-1-4-1,Halil Umut Meler,Match Report,,16.0,6.0,,0,0,2022,Kasimpasa,,
23,2022-02-05,16:00,Süper Lig,Matchweek 24,Sat,Away,L,0,1,Trabzonspor,55.0,,Ertuğrul Taşkıran,4-1-4-1,Zorbay Küçük,Match Report,,15.0,4.0,,0,0,2022,Kasimpasa,,
24,2022-02-13,19:00,Süper Lig,Matchweek 25,Sun,Home,D,2,2,Alanyaspor,49.0,,Ryan Donk,4-1-4-1,Yaşar Kemal Uğurlu,Match Report,,22.0,5.0,,0,0,2022,Kasimpasa,,
25,2022-02-18,20:00,Süper Lig,Matchweek 26,Fri,Away,D,4,4,Konyaspor,42.0,,Ryan Donk,4-1-4-1,Umit Öztürk,Match Report,,10.0,5.0,,1,1,2022,Kasimpasa,,
26,2022-02-28,20:00,Süper Lig,Matchweek 27,Mon,Home,L,1,2,Fenerbahçe,55.0,,Ertuğrul Taşkıran,4-1-4-1,Mete Kalkavan,Match Report,,16.0,8.0,,0,0,2022,Kasimpasa,,
27,2022-03-05,16:00,Süper Lig,Matchweek 28,Sat,Away,W,3,2,Göztepe,49.0,,Ryan Donk,4-1-4-1,Atilla Karaoğlan,Match Report,,14.0,5.0,,0,0,2022,Kasimpasa,,
28,2022-03-12,16:00,Süper Lig,Matchweek 29,Sat,Home,W,3,1,Rizespor,50.0,,Ryan Donk,4-1-4-1,Sarper Barış Saka,Match Report,,22.0,7.0,,0,0,2022,Kasimpasa,,
29,2022-03-19,13:30,Süper Lig,Matchweek 30,Sat,Away,W,2,0,Yeni Mal'spor,63.0,,Ryan Donk,4-1-4-1,Ali Şansalan,Match Report,,14.0,6.0,,0,0,2022,Kasimpasa,,
30,2022-04-03,13:30,Süper Lig,Matchweek 31,Sun,Home,W,2,1,Gaziantep FK,58.0,,Ertuğrul Taşkıran,4-1-4-1,Yaşar Kemal Uğurlu,Match Report,,17.0,8.0,,1,1,2022,Kasimpasa,,
31,2022-04-09,13:30,Süper Lig,Matchweek 32,Sat,Away,L,2,3,Fatih Karagümrük,56.0,,Ertuğrul Taşkıran,4-4-1-1,Mustafa Kürşad Filiz,Match Report,,16.0,4.0,,0,0,2022,Kasimpasa,,
32,2022-04-17,16:00,Süper Lig,Matchweek 33,Sun,Home,W,4,0,Adana Demirspor,52.0,,Ryan Donk,4-1-4-1,Kadir Sağlam,Match Report,,22.0,8.0,,1,2,2022,Kasimpasa,,
33,2022-04-25,20:30,Süper Lig,Matchweek 34,Mon,Away,W,3,0,Beşiktaş,38.0,,Ryan Donk,4-1-4-1,Yasin Kol,Match Report,,9.0,5.0,,0,0,2022,Kasimpasa,,
34,2022-04-30,16:00,Süper Lig,Matchweek 35,Sat,Home,L,2,3,Başakşehir,47.0,,Ryan Donk,4-1-4-1,Alper Ulusoy,Match Report,,13.0,3.0,,0,0,2022,Kasimpasa,,
35,2022-05-07,16:00,Süper Lig,Matchweek 36,Sat,Away,W,3,1,Sivasspor,55.0,,Ryan Donk,4-5-1,Ali Şansalan,Match Report,,10.0,4.0,,0,0,2022,Kasimpasa,,
36,2022-05-15,19:00,Süper Lig,Matchweek 37,Sun,Home,L,2,4,Antalyaspor,51.0,,Haris Hajradinović,4-1-4-1,Mert Güzenge,Match Report,,16.0,4.0,,1,1,2022,Kasimpasa,,
37,2022-05-21,16:00,Süper Lig,Matchweek 38,Sat,Away,W,4,2,Altay,59.0,,Haris Hajradinović,4-1-4-1,Çağdaş Altay,Match Report,,12.0,6.0,,0,0,2022,Kasimpasa,,
0,2021-08-14,21:45,Süper Lig,Matchweek 1,Sat,Home,D,1,1,Kasımpaşa,56.0,,Mame Biram Diouf,4-2-3-1,Arda Kardeşler,Match Report,,10.0,2.0,,0,0,2022,Hatayspor,,
1,2021-08-23,21:45,Süper Lig,Matchweek 2,Mon,Away,L,1,2,Galatasaray,39.0,,Mame Biram Diouf,4-2-3-1,Hüseyin Göçek,Match Report,,6.0,4.0,,0,0,2022,Hatayspor,,
2,2021-08-28,21:45,Süper Lig,Matchweek 3,Sat,Home,W,5,0,Alanyaspor,48.0,,Mame Biram Diouf,4-2-3-1,Mert Güzenge,Match Report,,16.0,8.0,,0,0,2022,Hatayspor,,
3,2021-09-12,17:00,Süper Lig,Matchweek 4,Sun,Away,W,2,0,Rizespor,55.0,,Mame Biram Diouf,4-2-3-1,Halil Umut Meler,Match Report,,20.0,10.0,,0,0,2022,Hatayspor,,
4,2021-09-19,19:00,Süper Lig,Matchweek 5,Sun,Home,W,2,1,Kayserispor,61.0,,Mame Biram Diouf,4-2-3-1,Alper Ulusoy,Match Report,,21.0,5.0,,0,0,2022,Hatayspor,,
5,2021-09-22,20:00,Süper Lig,Matchweek 6,Wed,Away,W,2,0,Göztepe,46.0,,Mame Biram Diouf,4-2-3-1,Suat Arslanboga,Match Report,,17.0,5.0,,0,0,2022,Hatayspor,,
6,2021-09-26,16:00,Süper Lig,Matchweek 7,Sun,Home,L,1,2,Fenerbahçe,66.0,,Mame Biram Diouf,4-2-3-1,Abdulkadir Bitigen,Match Report,,9.0,3.0,,0,0,2022,Hatayspor,,
7,2021-10-03,13:30,Süper Lig,Matchweek 8,Sun,Away,W,2,0,Yeni Mal'spor,47.0,,Munir,4-2-3-1,Halil Umut Meler,Match Report,,15.0,6.0,,0,0,2022,Hatayspor,,
8,2021-10-18,20:00,Süper Lig,Matchweek 9,Mon,Home,W,2,1,Gaziantep FK,49.0,,Mame Biram Diouf,4-2-3-1,Zorbay Küçük,Match Report,,15.0,6.0,,1,1,2022,Hatayspor,,
9,2021-10-24,13:30,Süper Lig,Matchweek 10,Sun,Away,D,1,1,Fatih Karagümrük,35.0,,Mame Biram Diouf,4-2-3-1,Halis Özkahya,Match Report,,9.0,4.0,,0,0,2022,Hatayspor,,
10,2021-10-30,16:00,Süper Lig,Matchweek 11,Sat,Home,W,1,0,Beşiktaş,35.0,,Mame Biram Diouf,4-3-3,Cüneyt Çakιr,Match Report,,9.0,2.0,,0,0,2022,Hatayspor,,
11,2021-11-07,16:00,Süper Lig,Matchweek 12,Sun,Away,L,0,1,Adana Demirspor,56.0,,Mame Biram Diouf,4-3-3,Yaşar Kemal Uğurlu,Match Report,,12.0,1.0,,0,0,2022,Hatayspor,,
12,2021-11-20,13:30,Süper Lig,Matchweek 13,Sat,Home,W,3,1,Antalyaspor,55.0,,Mame Biram Diouf,4-2-3-1,Tugay Kaan Numanoğlu,Match Report,,11.0,6.0,,1,1,2022,Hatayspor,,
13,2021-11-28,16:00,Süper Lig,Matchweek 14,Sun,Away,L,0,4,Sivasspor,49.0,,Mame Biram Diouf,4-2-3-1,Arda Kardeşler,Match Report,,2.0,0.0,,0,0,2022,Hatayspor,,
14,2021-12-05,16:00,Süper Lig,Matchweek 15,Sun,Home,L,0,3,Başakşehir,48.0,,Mame Biram Diouf,4-2-3-1,Erkan Özdamar,Match Report,,5.0,2.0,,0,0,2022,Hatayspor,,
15,2021-12-10,20:00,Süper Lig,Matchweek 16,Fri,Away,W,2,1,Altay,53.0,,Mame Biram Diouf,3-4-3,Mete Kalkavan,Match Report,,12.0,6.0,,0,1,2022,Hatayspor,,
16,2021-12-18,16:00,Süper Lig,Matchweek 17,Sat,Away,L,0,2,Trabzonspor,41.0,,Mame Biram Diouf,5-4-1,Yaşar Kemal Uğurlu,Match Report,,6.0,3.0,,0,0,2022,Hatayspor,,
17,2021-12-22,17:00,Süper Lig,Matchweek 18,Wed,Home,L,1,3,Konyaspor,48.0,,Mame Biram Diouf,4-2-3-1,Halil Umut Meler,Match Report,,7.0,2.0,,0,0,2022,Hatayspor,,
18,2021-12-25,16:00,Süper Lig,Matchweek 19,Sat,Away,W,1,0,Giresunspor,48.0,,Mame Biram Diouf,4-1-4-1,Volkan Bayarslan,Match Report,,9.0,5.0,,0,0,2022,Hatayspor,,
19,2022-01-08,16:00,Süper Lig,Matchweek 20,Sat,Away,L,1,3,Kasımpaşa,55.0,,Mame Biram Diouf,4-2-3-1,Sarper Barış Saka,Match Report,,13.0,5.0,,0,0,2022,Hatayspor,,
20,2022-01-16,19:00,Süper Lig,Matchweek 21,Sun,Home,W,4,2,Galatasaray,41.0,,Mame Biram Diouf,4-4-2,Erkan Özdamar,Match Report,,16.0,7.0,,1,1,2022,Hatayspor,,
21,2022-01-20,17:00,Süper Lig,Matchweek 22,Thu,Away,L,0,6,Alanyaspor,36.0,,Mame Biram Diouf,4-4-2,Bahattin Şimşek,Match Report,,2.0,1.0,,0,0,2022,Hatayspor,,
22,2022-01-23,13:30,Süper Lig,Matchweek 23,Sun,Home,D,0,0,Rizespor,52.0,,Mame Biram Diouf,4-4-1-1,Sarper Barış Saka,Match Report,,13.0,2.0,,0,0,2022,Hatayspor,,
23,2022-02-04,20:00,Süper Lig,Matchweek 24,Fri,Away,L,3,4,Kayserispor,53.0,,Mame Biram Diouf,4-2-3-1,Kadir Sağlam,Match Report,,16.0,4.0,,0,0,2022,Hatayspor,,
24,2022-02-14,20:00,Süper Lig,Matchweek 25,Mon,Home,W,2,1,Göztepe,52.0,,Mame Biram Diouf,4-2-3-1,Atilla Karaoğlan,Match Report,,15.0,6.0,,0,0,2022,Hatayspor,,
25,2022-02-20,19:00,Süper Lig,Matchweek 26,Sun,Away,L,0,2,Fenerbahçe,44.0,,Munir,4-2-3-1,Yasin Kol,Match Report,,11.0,5.0,,0,0,2022,Hatayspor,,
26,2022-02-27,16:00,Süper Lig,Matchweek 27,Sun,Home,W,5,2,Yeni Mal'spor,51.0,,Mame Biram Diouf,4-2-3-1,Çağdaş Altay,Match Report,,13.0,8.0,,0,0,2022,Hatayspor,,
27,2022-03-07,20:00,Süper Lig,Matchweek 28,Mon,Away,D,2,2,Gaziantep FK,43.0,,Mame Biram Diouf,4-2-3-1,Hüseyin Göçek,Match Report,,7.0,3.0,,0,0,2022,Hatayspor,,
28,2022-03-12,13:30,Süper Lig,Matchweek 29,Sat,Home,W,3,0,Fatih Karagümrük,54.0,,Mame Biram Diouf,4-2-3-1,Yaşar Kemal Uğurlu,Match Report,,13.0,6.0,,0,0,2022,Hatayspor,,
29,2022-03-19,19:00,Süper Lig,Matchweek 30,Sat,Away,D,1,1,Beşiktaş,41.0,,Mame Biram Diouf,4-2-3-1,Yasin Kol,Match Report,,10.0,3.0,,0,0,2022,Hatayspor,,
30,2022-04-04,20:30,Süper Lig,Matchweek 31,Mon,Home,D,0,0,Adana Demirspor,46.0,,Mame Biram Diouf,4-1-4-1,Mustafa Kürşad Filiz,Match Report,,10.0,2.0,,0,0,2022,Hatayspor,,
31,2022-04-11,20:30,Süper Lig,Matchweek 32,Mon,Away,L,1,4,Antalyaspor,45.0,,Mame Biram Diouf,4-2-3-1,Kadir Sağlam,Match Report,,6.0,4.0,,0,0,2022,Hatayspor,,
32,2022-04-16,13:30,Süper Lig,Matchweek 33,Sat,Home,D,1,1,Sivasspor,55.0,,Mame Biram Diouf,4-2-3-1,Ozan Ergün,Match Report,,7.0,3.0,,0,0,2022,Hatayspor,,
33,2022-04-24,16:00,Süper Lig,Matchweek 34,Sun,Away,L,0,3,Başakşehir,37.0,,Mame Biram Diouf,4-2-3-1,Arda Kardeşler,Match Report,,3.0,1.0,,0,0,2022,Hatayspor,,
34,2022-04-30,20:30,Süper Lig,Matchweek 35,Sat,Home,L,0,1,Altay,68.0,,Mame Biram Diouf,4-2-3-1,Abdulkadir Bitigen,Match Report,,10.0,1.0,,0,0,2022,Hatayspor,,
35,2022-05-06,20:00,Süper Lig,Matchweek 36,Fri,Home,D,1,1,Trabzonspor,44.0,,Munir,4-2-3-1,Volkan Bayarslan,Match Report,,10.0,5.0,,0,0,2022,Hatayspor,,
36,2022-05-15,19:00,Süper Lig,Matchweek 37,Sun,Away,L,1,3,Konyaspor,34.0,,Mame Biram Diouf,4-2-3-1,Erkan Özdamar,Match Report,,7.0,1.0,,1,1,2022,Hatayspor,,
